,cons_12m,cons_gas_12m,cons_last_month,forecast_cons_12m,forecast_discount_energy,forecast_meter_rent_12m,forecast_price_energy_off_peak,forecast_price_energy_peak,forecast_price_pow_off_peak,has_gas,imp_cons,margin_gross_pow_ele,margin_net_pow_ele,nb_prod_act,net_margin,pow_max,mean_3m_price_off_peak_var,mean_3m_price_peak_var,mean_3m_price_mid_peak_var,mean_3m_price_off_peak_fix,mean_3m_price_peak_fix,mean_3m_price_mid_peak_fix,mean_3m_price_off_peak,mean_3m_price_mid_peak,mean_3m_price_peak,mean_6m_price_off_peak_var,mean_6m_price_peak_var,mean_6m_price_mid_peak_var,mean_6m_price_off_peak_fix,mean_6m_price_peak_fix,mean_6m_price_mid_peak_fix,mean_6m_price_off_peak,mean_6m_price_mid_peak,mean_6m_price_peak,mean_year_price_off_peak_var,mean_year_price_peak_var,mean_year_price_mid_peak_var,mean_year_price_off_peak_fix,mean_year_price_peak_fix,mean_year_price_mid_peak_fix,mean_year_price_off_peak,mean_year_price_mid_peak,mean_year_price_peak,offpeak_diff_dec_january_energy,offpeak_diff_dec_january_power,off_peak_peak_var_mean_diff,off_peak_mid_peak_var_mean_diff,peak_mid_peak_var_mean_diff,off_peak_peak_fix_mean_diff,off_peak_mid_peak_fix_mean_diff,peak_mid_peak_fix_mean_diff,off_peak_peak_var_max_monthly_diff,off_peak_mid_peak_var_max_monthly_diff,peak_mid_peak_var_max_monthly_diff,off_peak_peak_fix_max_monthly_diff,off_peak_mid_peak_fix_max_monthly_diff,peak_mid_peak_fix_max_monthly_diff,Tenure (Years),months_activ,months_end,months_modif_prod,months_renewal,channel_MISSING,channel_ewpakwlliwisiwduibdlfmalxowmwpci,channel_foosdfpfkusacimwkcsosbicdxkicaua,channel_lmkebamcaaclubfxadlmueccxoimlema,channel_usilxuppasemubllopkaafesmlibmsdf,origin_kamkkxfxxuwbdslkwifmmcsiusiuosws,origin_ldkssxwpmemidmecebumciepifcamkci,origin_lxidpiddsbxsbosboudacockeimpuepw,churn,churn_pred,churn_probability
0,4.144511938703939,3.413132050434872,2.8457180179666586,3.257875282510685,28.0,2.115976429454818,0.15441,0.130525,41.1052014,1.0,1.9494388010365042,60.6,60.6,2.0,135.05,17.320999999999998,0.157529,0.132275,0.094195,41.2288854,24.93733044,16.79155536,41.3864144,16.88575036,25.06960544,0.1588891666666666,0.1329698333333333,0.094204,41.2288854,24.93733044,16.79155536,41.38777456666667,16.88575936,25.07030027333333,0.1594014166666666,0.13241125,0.0927853333333333,41.1736424,24.88751796,16.744458140000003,41.33304381666667,16.837243473333334,25.01992921,0.026497000000000104,0.6629160000000098,0.02699016666666665,0.06661608333333333,0.03962591666666668,16.28612444,24.429184259999996,8.143059819999998,0.029245999999999994,0.071441,0.04219500000000001,16.291554960000003,24.437330040000003,8.14577508,3.0,33.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.118
1,4.984873710655533,0.0,4.112537975609308,3.1350212795382615,0.0,2.1148110738380637,0.115174,0.098837,40.606701,0.0,1.9795483747040952,39.42,39.42,1.0,150.25,45.0,0.118175,0.100491,0.074516,40.728885,24.43733004,16.29155496,40.84706,16.36607096,24.53782104,0.1194151666666666,0.1007641666666666,0.0735136666666666,40.674581,24.404746040000003,16.269830959999997,40.793996166666666,16.343344626666664,24.50551020666667,0.1226955833333333,0.1020795833333333,0.0725248333333333,40.6202755,24.37216314,16.248109359999997,40.74297108333333,16.32063419333333,24.47424272333333,-0.007801000000000002,0.16291560000000516,0.02061600000000001,0.050170750000000014,0.029554750000000005,16.24811236,24.37216614,8.12405378,0.022581000000000004,0.05444,0.031859,16.29155496,24.43733004,8.14577508,4.0,40.0,7.0,40.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.202
2,4.118330874057302,0.0,3.1051694279993316,3.1912329740924728,0.0,1.250175948083925,0.160397,0.0817519999999999,44.31137796,0.0,2.1288837020997735,6.18,6.18,1.0,56.05,13.2,0.1615745,0.08197,0.0,44.35581996,0.0,0.0,44.51739446,0.0,0.08197,0.1625775,0.0826853333333333,0.0,44.29655996,0.0,0.0,44.45913746,0.0,0.0826853333333333,0.16629475,0.0848831666666666,0.0,44.28174546,0.0,0.0,44.44804021,0.0,0.0848831666666666,-0.007630999999999999,0.17777879999999868,0.08141158333333338,0.16629475,0.0848831666666666,44.281745459999996,44.281745459999996,0.0,0.0829310000000001,0.170012,0.0870809999999999,44.44470996,44.44470996,0.0,7.0,73.0,10.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.033
3,3.4689378056654614,0.0,0.0,2.649947891142217,0.0,1.284881714655453,0.146694,0.0,44.31137796,0.0,0.0,30.22,30.22,2.0,46.26,13.2,0.148586,0.0,0.0,44.44470996,0.0,0.0,44.59329596,0.0,0.0,0.1493296666666666,0.0,0.0,44.44470995999999,0.0,0.0,44.59403962666666,0.0,0.0,0.1512100833333333,0.0,0.0,44.40026526,0.0,0.0,44.55147534333333,0.0,0.0,-0.0045469999999999955,0.17777879999999868,0.15121008333333333,0.15121008333333333,0.0,44.40026526,44.40026526,0.0,0.153133,0.153133,0.0,44.44470996,44.44470996,0.0,4.0,45.0,2.0,45.0,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.099
4,3.5486350598147514,4.204255678480151,0.0,2.5405546988206487,0.0,1.0342272607705507,0.1670859999999999,0.088444,46.30537836,1.0,0.0,23.92,23.92,2.0,24.18,11.5,0.1575635,0.0872195,0.0,45.35582016,0.0,0.0,45.51338366,0.0,0.0872195,0.1639338333333333,0.0871353333333333,0.0,44.62989336,0.0,0.0,44.793827193333335,0.0,0.0871353333333333,0.1672619166666666,0.0873966666666666,0.0,44.44841196,0.0,0.0,44.61567387666666,0.0,0.0873966666666666,-0.0014959999999999973,2.1777792000000034,0.07986525000000001,0.16726191666666668,0.08739666666666666,44.448411959999994,44.448411959999994,0.0,0.08293199999999999,0.17059,0.088956,46.44471036,46.44471036,0.0,7.0,74.0,9.0,74.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0.135
5,5.185893301283672,0.0,4.40372090862669,3.129522327881709,0.0,2.12119860258469,0.1169099999999999,0.100572,40.606701,0.0,2.318292949219195,50.31,50.31,1.0,161.74,35.0,0.119916,0.102232,0.076257,40.728885,24.43733004,16.29155496,40.848801,16.367811959999997,24.53956204,0.1212761666666666,0.1029268333333333,0.076266,40.728885,24.43733004,16.29155496,40.850161166666666,16.36782096,24.54025687333333,0.1252461666666666,0.1048564166666666,0.0757439166666666,40.6610035,24.39660114,16.26440236,40.78624966666666,16.340146276666665,24.50145755666667,-0.009528000000000009,0.16291560000000516,0.020389749999999984,0.049502249999999984,0.0291125,16.26440236,24.39660114,8.132198780000003,0.022581000000000004,0.05444,0.031859,16.29155496,24.43733004,8.14577508,6.0,67.0,4.0,67.0,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0.027
6,3.0569048513364727,0.0,0.0,2.239349539006137,0.0,1.244771761495295,0.146694,0.0,44.31137796,0.0,0.0,23.76,23.76,1.0,17.52,10.392,0.148586,0.0,0.0,44.44470996,0.0,0.0,44.59329596,0.0,0.0,0.1493296666666666,0.0,0.0,44.44470995999999,0.0,0.0,44.59403962666666,0.0,0.0,0.1512100833333333,0.0,0.0,44.40026526,0.0,0.0,44.55147534333333,0.0,0.0,-0.0045469999999999955,0.17777879999999868,0.15121008333333333,0.15121008333333333,0.0,44.40026526,44.40026526,0.0,0.153133,0.153133,0.0,44.44470996,44.44470996,0.0,6.0,69.0,2.0,69.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0.012
7,3.5388249889379035,0.0,0.0,2.7187424355110865,0.0,1.2329961103921538,0.146694,0.0,44.31137796,0.0,0.0,30.22,30.22,1.0,53.9,13.2,0.147983,0.0,0.0,44.26692996,0.0,0.0,44.41491296,0.0,0.0,0.1487266666666666,0.0,0.0,44.26692996,0.0,0.0,44.41565662666667,0.0,0.0,0.1507578333333333,0.0,0.0,44.26693036,0.0,0.0,44.41768819333333,0.0,0.0,-0.005149999999999988,-1.1999999998124622e-06,0.15075783333333334,0.15075783333333334,0.0,44.26693036,44.26693036,0.0,0.153133,0.153133,0.0,44.26693116,44.26693116,0.0,6.0,70.0,1.0,70.0,9.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0,0,0.003
8,4.688997903106314,4.170584381939194,3.809222921689422,3.705404382582055,0.0,2.154332661242305,0.1153599999999999,0.100243,40.606701,1.0,2.811541494200998,6.63,6.63,2.0,499.64,35.0,0.1194205,0.102076,0.07431,40.728885,24.43733004,16.29155496,40.8483055,16.36586496,24.53940604,0.1216438333333333,0.103095,0.0745968333333333,40.620277,24.37216204,16.248106959999998,40.741920833333324,16.322703793333332,24.475257039999995,0.1248570909090909,0.1046772727272727,0.0746137272727272,40.59559205454545,24.35735209090909,16.23823450909091,40.72044914545454,16.312848236363635,24.462029363636365,-0.010359999999999994,0.16291560000000516,0.020179818181818174,0.05024336363636363,0.030063545454545454,16.238239963636357,24.35735754545454,8.119117581818184,0.02213699999999999,0.05407899999999999,0.031942,16.29155496,24.43733004,8.14577508,4.0,37.0,10.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.043
9,3.807873132003332,0.0,0.0,2.960170996630194,0.0,1.5725230978496376,0.1383049999999999,0.0,44.31137796,0.0,0.0,23.76,23.76,1.0,94.23,10.392,0.140172,0.0,0.0,44.44470996,0.0,0.0,44.58488196,0.0,0.0,0.1405363333333333,0.0,0.0,44.32618996,0.0,0.0,44.46672629333333,0.0,0.0,0.1375979166666666,0.025779,0.0177935,43.37131992,6.08489517,4.05659718,43.50891783666666,4.07439068,6.11067417,0.014917999999999987,3.8787405600000042,0.11181891666666668,0.11980441666666668,0.0079855,37.286424749999995,39.31472274,2.0282979900000004,0.144065,0.144065,0.031942,44.44470996,44.44470996,8.113191960000002,3.0,41.0,3.0,10.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,0.066
